city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
saint-telesphore,saint-telesphore,complete,Canonical local Immo perMuni stats row is present and reports 965 served lots.,965,complete,Local Immo stats report 965/965 lots with surface_m2.,965,965,complete,Local Immo stats report 965/965 lots with code_postal.,965,965,incomplete,Local Immo stats report 963/965 lots with civic address.,965,963,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-tharcisius,saint-tharcisius,complete,Canonical local Immo perMuni stats row is present and reports 498 served lots.,498,complete,Local Immo stats report 498/498 lots with surface_m2.,498,498,complete,Local Immo stats report 498/498 lots with code_postal.,498,498,incomplete,Local Immo stats report 429/498 lots with civic address.,498,429,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-theodore-dacton,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-theophile,saint-theophile,complete,Canonical local Immo perMuni stats row is present and reports 464 served lots.,464,complete,Local Immo stats report 464/464 lots with surface_m2.,464,464,complete,Local Immo stats report 464/464 lots with code_postal.,464,464,incomplete,Local Immo stats report 420/464 lots with civic address.,464,420,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-thomas,saint-thomas,complete,Canonical local Immo perMuni stats row is present and reports 2570 served lots.,2570,complete,Local Immo stats report 2570/2570 lots with surface_m2.,2570,2570,complete,Local Immo stats report 2570/2570 lots with code_postal.,2570,2570,incomplete,Local Immo stats report 2541/2570 lots with civic address.,2570,2541,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-thomas-didyme,saint-thomas-didyme,complete,Canonical local Immo perMuni stats row is present and reports 698 served lots.,698,complete,Local Immo stats report 698/698 lots with surface_m2.,698,698,complete,Local Immo stats report 698/698 lots with code_postal.,698,698,incomplete,Local Immo stats report 616/698 lots with civic address.,698,616,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-thuribe,saint-thuribe,complete,Canonical local Immo perMuni stats row is present and reports 673 served lots.,673,complete,Local Immo stats report 673/673 lots with surface_m2.,673,673,complete,Local Immo stats report 673/673 lots with code_postal.,673,673,incomplete,Local Immo stats report 632/673 lots with civic address.,673,632,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-tite,saint-tite,complete,Canonical local Immo perMuni stats row is present and reports 3313 served lots.,3313,complete,Local Immo stats report 3313/3313 lots with surface_m2.,3313,3313,complete,Local Immo stats report 3313/3313 lots with code_postal.,3313,3313,incomplete,Local Immo stats report 3050/3313 lots with civic address.,3313,3050,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-tite-des-caps,saint-tite-des-caps,complete,Canonical local Immo perMuni stats row is present and reports 1291 served lots.,1291,complete,Local Immo stats report 1291/1291 lots with surface_m2.,1291,1291,complete,Local Immo stats report 1291/1291 lots with code_postal.,1291,1291,incomplete,Local Immo stats report 1184/1291 lots with civic address.,1291,1184,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-ubalde,saint-ubalde,complete,Canonical local Immo perMuni stats row is present and reports 2149 served lots.,2149,complete,Local Immo stats report 2149/2149 lots with surface_m2.,2149,2149,complete,Local Immo stats report 2149/2149 lots with code_postal.,2149,2149,incomplete,Local Immo stats report 1998/2149 lots with civic address.,2149,1998,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-ulric,saint-ulric,complete,Canonical local Immo perMuni stats row is present and reports 1618 served lots.,1618,complete,Local Immo stats report 1618/1618 lots with surface_m2.,1618,1618,complete,Local Immo stats report 1618/1618 lots with code_postal.,1618,1618,incomplete,Local Immo stats report 1489/1618 lots with civic address.,1618,1489,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-urbain,saint-urbain,complete,Canonical local Immo perMuni stats row is present and reports 1106 served lots.,1106,complete,Local Immo stats report 1106/1106 lots with surface_m2.,1106,1106,complete,Local Immo stats report 1106/1106 lots with code_postal.,1106,1106,incomplete,Local Immo stats report 1015/1106 lots with civic address.,1106,1015,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-urbain-premier,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-valentin,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-valere,saint-valere,complete,Canonical local Immo perMuni stats row is present and reports 1257 served lots.,1257,complete,Local Immo stats report 1257/1257 lots with surface_m2.,1257,1257,complete,Local Immo stats report 1257/1257 lots with code_postal.,1257,1257,incomplete,Local Immo stats report 1118/1257 lots with civic address.,1257,1118,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-valerien,saint-valerien,complete,Canonical local Immo perMuni stats row is present and reports 1462 served lots.,1462,complete,Local Immo stats report 1462/1462 lots with surface_m2.,1462,1462,complete,Local Immo stats report 1462/1462 lots with code_postal.,1462,1462,incomplete,Local Immo stats report 1346/1462 lots with civic address.,1462,1346,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-valerien-de-milton,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-vallier,saint-vallier,complete,Canonical local Immo perMuni stats row is present and reports 1122 served lots.,1122,complete,Local Immo stats report 1122/1122 lots with surface_m2.,1122,1122,complete,Local Immo stats report 1122/1122 lots with code_postal.,1122,1122,incomplete,Local Immo stats report 1027/1122 lots with civic address.,1122,1027,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-venant-de-paquette,saint-venant-de-paquette,complete,Canonical local Immo perMuni stats row is present and reports 341 served lots.,341,complete,Local Immo stats report 341/341 lots with surface_m2.,341,341,complete,Local Immo stats report 341/341 lots with code_postal.,341,341,incomplete,Local Immo stats report 305/341 lots with civic address.,341,305,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-vianney,saint-vianney,complete,Canonical local Immo perMuni stats row is present and reports 683 served lots.,683,complete,Local Immo stats report 683/683 lots with surface_m2.,683,683,complete,Local Immo stats report 683/683 lots with code_postal.,683,683,incomplete,Local Immo stats report 592/683 lots with civic address.,683,592,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-victor,saint-victor,complete,Canonical local Immo perMuni stats row is present and reports 2444 served lots.,2444,complete,Local Immo stats report 2444/2444 lots with surface_m2.,2444,2444,complete,Local Immo stats report 2444/2444 lots with code_postal.,2444,2444,incomplete,Local Immo stats report 2389/2444 lots with civic address.,2444,2389,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-wenceslas,saint-wenceslas,complete,Canonical local Immo perMuni stats row is present and reports 1097 served lots.,1097,complete,Local Immo stats report 1097/1097 lots with surface_m2.,1097,1097,complete,Local Immo stats report 1097/1097 lots with code_postal.,1097,1097,incomplete,Local Immo stats report 990/1097 lots with civic address.,1097,990,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-zacharie,saint-zacharie,complete,Canonical local Immo perMuni stats row is present and reports 1699 served lots.,1699,complete,Local Immo stats report 1699/1699 lots with surface_m2.,1699,1699,complete,Local Immo stats report 1699/1699 lots with code_postal.,1699,1699,incomplete,Local Immo stats report 1528/1699 lots with civic address.,1699,1528,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
